Busco id	Status	Sequence	Gene Start	Gene End	Strand	Score	Length	OrthoDB url	Description
54244at7147	Complete	CM034719.1:10401057-10401790	10401057	10401790	+	274.9	177	https://www.orthodb.org/v10?query=54244at7147	Phosphatidic acid phosphatase type 2/haloperoxidase
54268at7147	Complete	CM034722.1:23256831-23257723	23256831	23257723	+	409.4	233	https://www.orthodb.org/v10?query=54268at7147	Vacuolar-sorting protein SNF8
54302at7147	Complete	CM034721.1:4432838-4431873	4432838	4431873	-	330.0	197	https://www.orthodb.org/v10?query=54302at7147	THUMP domain-containing protein 1
54335at7147	Complete	CM034719.1:8221894-8222636	8221894	8222636	+	381.3	182	https://www.orthodb.org/v10?query=54335at7147	TATA-box binding protein
54362at7147	Complete	CM034720.1:24054362-24056122	24054362	24056122	+	345.9	241	https://www.orthodb.org/v10?query=54362at7147	Tetraspanin
54424at7147	Complete	CM034722.1:13517164-13518050	13517164	13518050	+	399.4	206	https://www.orthodb.org/v10?query=54424at7147	Proteasome subunit alpha type
54442at7147	Complete	CM034722.1:8989022-8988143	8989022	8988143	-	325.5	186	https://www.orthodb.org/v10?query=54442at7147	esterase CG5412
54471at7147	Complete	CM034720.1:18795667-18796804	18795667	18796804	+	456.1	283	https://www.orthodb.org/v10?query=54471at7147	Galectin
54498at7147	Complete	CM034720.1:13665603-13667987	13665603	13667987	+	599.7	534	https://www.orthodb.org/v10?query=54498at7147	Golgin subfamily A member 1
54512at7147	Complete	CM034718.1:16886931-16887816	16886931	16887816	+	294.6	162	https://www.orthodb.org/v10?query=54512at7147	39S ribosomal protein L22, mitochondrial
54524at7147	Complete	CM034721.1:6867027-6867907	6867027	6867907	+	377.4	216	https://www.orthodb.org/v10?query=54524at7147	ribosome maturation protein SBDS
54527at7147	Complete	CM034721.1:13054887-13054108	13054887	13054108	-	449.1	201	https://www.orthodb.org/v10?query=54527at7147	splicing factor 3A subunit 2
54625at7147	Complete	CM034722.1:28464333-28463360	28464333	28463360	-	346.7	194	https://www.orthodb.org/v10?query=54625at7147	EF-Hand 1, calcium-binding site
54648at7147	Complete	CM034720.1:12764154-12762748	12764154	12762748	-	354.1	313	https://www.orthodb.org/v10?query=54648at7147	uncharacterized protein LOC108371934
54673at7147	Complete	CM034721.1:19640927-19642706	19640927	19642706	+	313.2	185	https://www.orthodb.org/v10?query=54673at7147	Methyltransferase
54707at7147	Complete	CM034722.1:33380338-33379433	33380338	33379433	-	440.4	249	https://www.orthodb.org/v10?query=54707at7147	Deoxyhypusine hydroxylase
54719at7147	Complete	CM034721.1:6064356-6065580	6064356	6065580	+	526.9	284	https://www.orthodb.org/v10?query=54719at7147	Ribosome biogenesis regulatory protein
54756at7147	Complete	CM034720.1:6889877-6889076	6889877	6889076	-	354.7	181	https://www.orthodb.org/v10?query=54756at7147	MOB kinase activator-like 4 isoform X1
54811at7147	Complete	CM034720.1:8134056-8122229	8134056	8122229	-	461.0	305	https://www.orthodb.org/v10?query=54811at7147	uncharacterized protein LOC108101504
54848at7147	Complete	CM034718.1:10815494-10816206	10815494	10816206	+	186.0	134	https://www.orthodb.org/v10?query=54848at7147	6-Phosphogluconolactonase
54851at7147	Complete	CM034721.1:16918008-16908748	16918008	16908748	-	456.9	226	https://www.orthodb.org/v10?query=54851at7147	ELO family
54914at7147	Complete	CM034719.1:11255583-11254918	11255583	11254918	-	251.4	161	https://www.orthodb.org/v10?query=54914at7147	exosome complex component CSL4
54921at7147	Complete	CM034719.1:3056185-3055544	3056185	3055544	-	272.9	176	https://www.orthodb.org/v10?query=54921at7147	Protein-lysine N-methyltransferase
55048at7147	Complete	CM034718.1:20382180-20383392	20382180	20383392	+	446.4	259	https://www.orthodb.org/v10?query=55048at7147	delta(3,5)-Delta(2,4)-dienoyl-CoA isomerase, mitochondrial
55057at7147	Complete	CM034718.1:13296429-13297569	13296429	13297569	+	470.0	272	https://www.orthodb.org/v10?query=55057at7147	putative inositol monophosphatase 3
55154at7147	Complete	CM034720.1:11005288-11003813	11005288	11003813	-	500.6	386	https://www.orthodb.org/v10?query=55154at7147	protein LTV1 homolog
55164at7147	Complete	CM034720.1:8260726-8260097	8260726	8260097	-	359.2	182	https://www.orthodb.org/v10?query=55164at7147	Vacuolar protein sorting-associated protein 28 homolog
55175at7147	Complete	CM034722.1:22278879-22278196	22278879	22278196	-	336.6	185	https://www.orthodb.org/v10?query=55175at7147	BTB/POZ domain-containing protein KCTD12
55187at7147	Complete	CM034719.1:4836241-4833044	4836241	4833044	-	416.8	194	https://www.orthodb.org/v10?query=55187at7147	C-type lectin-like
55235at7147	Complete	CM034721.1:11383714-11385181	11383714	11385181	+	429.2	339	https://www.orthodb.org/v10?query=55235at7147	Dol-P-Glc
55248at7147	Complete	CM034722.1:19091061-19089621	19091061	19089621	-	397.4	285	https://www.orthodb.org/v10?query=55248at7147	Inhibitor of growth protein
55254at7147	Complete	CM034720.1:11073543-11072914	11073543	11072914	-	279.5	171	https://www.orthodb.org/v10?query=55254at7147	RNA polymerase, Rpb5, N-terminal
55262at7147	Complete	CM034721.1:21846349-21845469	21846349	21845469	-	249.9	190	https://www.orthodb.org/v10?query=55262at7147	protein ARV1
55264at7147	Complete	CM034720.1:24025984-24025250	24025984	24025250	-	419.8	215	https://www.orthodb.org/v10?query=55264at7147	Eukaryotic translation initiation factor 6
55278at7147	Complete	CM034720.1:19026915-19027856	19026915	19027856	+	501.3	251	https://www.orthodb.org/v10?query=55278at7147	Coiled-coil domain-containing protein 130
55297at7147	Complete	CM034718.1:874690-875704	874690	875704	+	338.2	176	https://www.orthodb.org/v10?query=55297at7147	Longin domain
55301at7147	Complete	CM034718.1:15788111-15786497	15788111	15786497	-	348.3	185	https://www.orthodb.org/v10?query=55301at7147	CDP-diacylglycerol--inositol 3-phosphatidyltransferase
55317at7147	Complete	CM034722.1:6441752-6440931	6441752	6440931	-	179.8	181	https://www.orthodb.org/v10?query=55317at7147	Proteasome assembly chaperone 1
55331at7147	Complete	CM034722.1:29516944-29514557	29516944	29514557	-	358.2	284	https://www.orthodb.org/v10?query=55331at7147	Leucine-rich repeat domain superfamily
55358at7147	Complete	CM034722.1:30131518-30130750	30131518	30130750	-	205.2	153	https://www.orthodb.org/v10?query=55358at7147	uncharacterized protein LOC111596007
55361at7147	Complete	CM034720.1:10272805-10277446	10272805	10277446	+	366.9	323	https://www.orthodb.org/v10?query=55361at7147	Uncharacterized protein, isoform A
55362at7147	Complete	CM034718.1:16893940-16892578	16893940	16892578	-	446.3	319	https://www.orthodb.org/v10?query=55362at7147	exosome complex component rrp45
55382at7147	Complete	CM034720.1:16050483-16054104	16050483	16054104	+	339.1	163	https://www.orthodb.org/v10?query=55382at7147	Protein N-terminal glutamine amidohydrolase
55389at7147	Missing
55409at7147	Complete	CM034718.1:7226023-7217478	7226023	7217478	-	381.4	237	https://www.orthodb.org/v10?query=55409at7147	Autophagy protein 5
55435at7147	Complete	CM034718.1:1740685-1743783	1740685	1743783	+	425.2	309	https://www.orthodb.org/v10?query=55435at7147	Pentraxin-related
55444at7147	Complete	CM034722.1:19501636-19500302	19501636	19500302	-	611.8	376	https://www.orthodb.org/v10?query=55444at7147	single-stranded DNA-binding protein 3
55464at7147	Complete	CM034720.1:8306316-8307459	8306316	8307459	+	354.7	196	https://www.orthodb.org/v10?query=55464at7147	Polyadenylate-binding protein 2
55487at7147	Complete	CM034718.1:13221254-13222186	13221254	13222186	+	389.9	221	https://www.orthodb.org/v10?query=55487at7147	Proteasome activator PA28, N-terminal domain
55489at7147	Complete	CM034720.1:11581545-11580029	11581545	11580029	-	321.2	207	https://www.orthodb.org/v10?query=55489at7147	Tetraspanin
55500at7147	Complete	CM034721.1:9971444-9969157	9971444	9969157	-	348.6	186	https://www.orthodb.org/v10?query=55500at7147	Phosphatidylinositol-4,5-bisphosphate 4-phosphatase
55570at7147	Complete	CM034718.1:17821839-17823604	17821839	17823604	+	402.1	228	https://www.orthodb.org/v10?query=55570at7147	partitioning defective protein 6
55610at7147	Complete	CM034722.1:6245469-6246445	6245469	6246445	+	333.6	189	https://www.orthodb.org/v10?query=55610at7147	Ribosomal protein L13
55637at7147	Complete	CM034718.1:8696111-8696945	8696111	8696945	+	251.0	167	https://www.orthodb.org/v10?query=55637at7147	U3 small nucleolar RNA-associated protein 11
55691at7147	Complete	CM034721.1:5975880-5976727	5975880	5976727	+	384.1	182	https://www.orthodb.org/v10?query=55691at7147	uracil phosphoribosyltransferase homolog
55696at7147	Complete	CM034722.1:28031555-28033953	28031555	28033953	+	531.8	468	https://www.orthodb.org/v10?query=55696at7147	transmembrane protein 26
55709at7147	Complete	CM034721.1:19016952-19018626	19016952	19018626	+	607.1	562	https://www.orthodb.org/v10?query=55709at7147	protein aurora borealis
55717at7147	Complete	CM034722.1:6086760-6085858	6086760	6085858	-	412.8	265	https://www.orthodb.org/v10?query=55717at7147	Ribonuclease III domain
55811at7147	Complete	CM034719.1:929185-930072	929185	930072	+	383.3	209	https://www.orthodb.org/v10?query=55811at7147	Zinc finger, CCHC-type
55836at7147	Complete	CM034721.1:15831588-15833959	15831588	15833959	+	584.6	524	https://www.orthodb.org/v10?query=55836at7147	U3 small nucleolar RNA-associated protein 14 homolog A
55858at7147	Complete	CM034719.1:398685-397834	398685	397834	-	301.2	136	https://www.orthodb.org/v10?query=55858at7147	Splicing factor U2af 38 kDa subunit
55874at7147	Complete	CM034722.1:15367973-15367005	15367973	15367005	-	270.8	167	https://www.orthodb.org/v10?query=55874at7147	RPII140-upstream gene protein
55888at7147	Complete	CM034722.1:23825414-23827710	23825414	23827710	+	274.5	157	https://www.orthodb.org/v10?query=55888at7147	Small GTPase superfamily, ARF/SAR type
55893at7147	Complete	CM034719.1:16812208-16811470	16812208	16811470	-	310.0	180	https://www.orthodb.org/v10?query=55893at7147	Proteasome subunit beta type
55972at7147	Complete	CM034721.1:17864419-17865675	17864419	17865675	+	461.5	276	https://www.orthodb.org/v10?query=55972at7147	putative RNA-binding protein Luc7-like 1
56014at7147	Complete	CM034718.1:15656324-15655611	15656324	15655611	-	165.4	120	https://www.orthodb.org/v10?query=56014at7147	UPF0454 protein C12orf49 homolog
56034at7147	Complete	CM034722.1:23833582-23832440	23833582	23832440	-	363.2	203	https://www.orthodb.org/v10?query=56034at7147	zinc finger protein-like 1 homolog
56054at7147	Complete	CM034721.1:20747072-20745547	20747072	20745547	-	358.5	317	https://www.orthodb.org/v10?query=56054at7147	charged multivesicular body protein 7
56055at7147	Complete	CM034721.1:6335100-6336622	6335100	6336622	+	351.9	250	https://www.orthodb.org/v10?query=56055at7147	Zinc finger C2H2 superfamily
56061at7147	Complete	CM034720.1:15415700-15420784	15415700	15420784	+	414.0	320	https://www.orthodb.org/v10?query=56061at7147	Forkhead-associated (FHA) domain
56071at7147	Complete	CM034722.1:20739847-20787608	20739847	20787608	+	230.0	126	https://www.orthodb.org/v10?query=56071at7147	Low-density lipoprotein (LDL) receptor class A, conserved site
56082at7147	Complete	CM034719.1:4438313-4437477	4438313	4437477	-	294.8	189	https://www.orthodb.org/v10?query=56082at7147	Protein YIPF
56091at7147	Complete	CM034718.1:20572806-20573525	20572806	20573525	+	290.2	156	https://www.orthodb.org/v10?query=56091at7147	K Homology domain
56151at7147	Complete	CM034722.1:16633804-16634435	16633804	16634435	+	299.4	152	https://www.orthodb.org/v10?query=56151at7147	programmed cell death protein 10
56168at7147	Complete	CM034720.1:7758615-7757568	7758615	7757568	-	368.6	201	https://www.orthodb.org/v10?query=56168at7147	Ribulose-phosphate 3-epimerase
56174at7147	Complete	CM034722.1:6470720-6469930	6470720	6469930	-	282.6	187	https://www.orthodb.org/v10?query=56174at7147	vesicle transport protein SEC20
56188at7147	Complete	CM034718.1:23354032-23355079	23354032	23355079	+	362.8	225	https://www.orthodb.org/v10?query=56188at7147	tRNA methyltransferase TRM10-type domain
56194at7147	Complete	CM034719.1:13350228-13349491	13350228	13349491	-	384.1	211	https://www.orthodb.org/v10?query=56194at7147	exosome complex component RRP41
56228at7147	Complete	CM034721.1:2247632-2246110	2247632	2246110	-	445.1	257	https://www.orthodb.org/v10?query=56228at7147	regulation of nuclear pre-mRNA domain-containing protein 1B
56287at7147	Complete	CM034718.1:17044857-17043853	17044857	17043853	-	385.9	229	https://www.orthodb.org/v10?query=56287at7147	zinc finger C4H2 domain-containing protein
56304at7147	Complete	CM034719.1:7942788-7940701	7942788	7940701	-	313.2	238	https://www.orthodb.org/v10?query=56304at7147	CUB domain
56387at7147	Complete	CM034722.1:31527570-31526352	31527570	31526352	-	489.7	258	https://www.orthodb.org/v10?query=56387at7147	translation initiation factor eIF-2B subunit alpha
56422at7147	Complete	CM034721.1:5535280-5535996	5535280	5535996	+	337.5	198	https://www.orthodb.org/v10?query=56422at7147	probable Golgi SNAP receptor complex member 2
56442at7147	Complete	CM034719.1:6122935-6122159	6122935	6122159	-	218.9	181	https://www.orthodb.org/v10?query=56442at7147	Ribosomal RNA-processing protein 7 A
56466at7147	Complete	CM034723.1:356058-355005	356058	355005	-	377.4	230	https://www.orthodb.org/v10?query=56466at7147	zinc transporter ZIP9-B
56468at7147	Complete	CM034719.1:525278-524238	525278	524238	-	461.2	254	https://www.orthodb.org/v10?query=56468at7147	Ribonuclease
56472at7147	Complete	CM034719.1:13495993-13497202	13495993	13497202	+	352.5	259	https://www.orthodb.org/v10?query=56472at7147	immunoglobulin-binding protein 1
56475at7147	Complete	CM034719.1:17503496-17505887	17503496	17505887	+	391.5	265	https://www.orthodb.org/v10?query=56475at7147	Zinc finger, FYVE/PHD-type
56505at7147	Complete	CM034720.1:10045478-10046175	10045478	10046175	+	226.7	138	https://www.orthodb.org/v10?query=56505at7147	UPF0598 protein CG30010
56534at7147	Complete	CM034721.1:20652450-20651143	20652450	20651143	-	403.6	222	https://www.orthodb.org/v10?query=56534at7147	lysosome-associated membrane glycoprotein 5
56571at7147	Complete	CM034718.1:4553471-4555674	4553471	4555674	+	424.2	501	https://www.orthodb.org/v10?query=56571at7147	uncharacterized protein LOC106619893
56578at7147	Complete	CM034722.1:14748513-14751010	14748513	14751010	+	617.8	640	https://www.orthodb.org/v10?query=56578at7147	Nuclear transport factor 2
56624at7147	Complete	CM034719.1:358695-355649	358695	355649	-	290.7	201	https://www.orthodb.org/v10?query=56624at7147	ribonuclease P protein subunit p30
56659at7147	Complete	CM034720.1:15163758-15165159	15163758	15165159	+	226.0	159	https://www.orthodb.org/v10?query=56659at7147	fas apoptotic inhibitory molecule 1
56661at7147	Complete	CM034722.1:17113243-17112342	17113243	17112342	-	388.2	171	https://www.orthodb.org/v10?query=56661at7147	4Fe-4S ferredoxin, iron-sulphur binding, conserved site
56695at7147	Complete	CM034720.1:12378937-12378136	12378937	12378136	-	197.4	169	https://www.orthodb.org/v10?query=56695at7147	Ornithine decarboxylase antizyme
56714at7147	Complete	CM034722.1:10522852-10523751	10522852	10523751	+	262.2	243	https://www.orthodb.org/v10?query=56714at7147	SAP domain
56727at7147	Complete	CM034718.1:3730413-3731914	3730413	3731914	+	406.2	264	https://www.orthodb.org/v10?query=56727at7147	Tetratricopeptide repeat
56762at7147	Complete	CM034722.1:22667354-22668177	22667354	22668177	+	321.4	179	https://www.orthodb.org/v10?query=56762at7147	isopentenyl-diphosphate Delta-isomerase 1
56808at7147	Complete	CM034721.1:17212651-17214067	17212651	17214067	+	164.0	87	https://www.orthodb.org/v10?query=56808at7147	Pheromone/general odorant binding protein
56815at7147	Complete	CM034718.1:11821838-11821209	11821838	11821209	-	350.5	180	https://www.orthodb.org/v10?query=56815at7147	GOLD domain
56816at7147	Complete	CM034720.1:14064879-14062359	14064879	14062359	-	289.7	192	https://www.orthodb.org/v10?query=56816at7147	Synaptogyrin
56844at7147	Complete	CM034718.1:2106737-2107724	2106737	2107724	+	388.5	208	https://www.orthodb.org/v10?query=56844at7147	DNA damage-regulated autophagy modulator protein 1
56852at7147	Complete	CM034722.1:10985967-10984843	10985967	10984843	-	279.9	252	https://www.orthodb.org/v10?query=56852at7147	E3 ubiquitin-protein ligase FANCL
56866at7147	Complete	CM034718.1:15556727-15557299	15556727	15557299	+	181.9	133	https://www.orthodb.org/v10?query=56866at7147	UDP-N-acetylglucosamine transferase subunit ALG14
56890at7147	Complete	CM034719.1:2503807-2505012	2503807	2505012	+	337.8	280	https://www.orthodb.org/v10?query=56890at7147	glycerate kinase
56893at7147	Complete	CM034718.1:13765802-13766602	13765802	13766602	+	388.8	195	https://www.orthodb.org/v10?query=56893at7147	Probable methylthioribulose-1-phosphate dehydratase
56896at7147	Complete	CM034722.1:28909015-28908047	28909015	28908047	-	308.3	171	https://www.orthodb.org/v10?query=56896at7147	max-like protein X
56900at7147	Complete	CM034718.1:6443312-6442015	6443312	6442015	-	411.4	226	https://www.orthodb.org/v10?query=56900at7147	60S ribosomal protein L7a
56902at7147	Complete	CM034722.1:32015694-32003914	32015694	32003914	-	314.9	202	https://www.orthodb.org/v10?query=56902at7147	corticotropin-releasing factor-binding protein
56931at7147	Complete	CM034720.1:18064884-18060834	18064884	18060834	-	320.4	283	https://www.orthodb.org/v10?query=56931at7147	Leucine-rich repeat
56951at7147	Complete	CM034720.1:14957051-14956353	14957051	14956353	-	320.9	168	https://www.orthodb.org/v10?query=56951at7147	Trafficking protein particle complex subunit 5
56952at7147	Complete	CM034722.1:5589637-5587614	5589637	5587614	-	302.5	159	https://www.orthodb.org/v10?query=56952at7147	mpv17-like protein
56981at7147	Complete	CM034722.1:23933432-23932599	23933432	23932599	-	291.7	191	https://www.orthodb.org/v10?query=56981at7147	Alpha/Beta hydrolase fold
57006at7147	Complete	CM034721.1:22410731-22406980	22410731	22406980	-	737.1	579	https://www.orthodb.org/v10?query=57006at7147	Smr domain
57063at7147	Complete	CM034720.1:16369805-16368765	16369805	16368765	-	410.2	206	https://www.orthodb.org/v10?query=57063at7147	coiled-coil domain-containing protein 94
57117at7147	Complete	CM034721.1:21815406-21812856	21815406	21812856	-	433.5	327	https://www.orthodb.org/v10?query=57117at7147	nuclear hormone receptor HR78 isoform X1
57140at7147	Complete	CM034720.1:16216582-16217631	16216582	16217631	+	363.1	219	https://www.orthodb.org/v10?query=57140at7147	Exosome complex component RRP42
57159at7147	Complete	CM034719.1:5566683-5567993	5566683	5567993	+	381.5	259	https://www.orthodb.org/v10?query=57159at7147	putative elongator complex protein 4
57168at7147	Complete	CM034720.1:9075401-9076570	9075401	9076570	+	453.6	301	https://www.orthodb.org/v10?query=57168at7147	dynactin subunit 2
57194at7147	Complete	CM034718.1:7892593-7893279	7892593	7893279	+	342.9	175	https://www.orthodb.org/v10?query=57194at7147	synaptobrevin homolog YKT6
57299at7147	Complete	CM034719.1:21365685-21366710	21365685	21366710	+	410.3	230	https://www.orthodb.org/v10?query=57299at7147	ATP synthase mitochondrial F1 complex assembly factor 2
57319at7147	Complete	CM034721.1:14461806-14460661	14461806	14460661	-	411.1	287	https://www.orthodb.org/v10?query=57319at7147	High mobility group box domain
57326at7147	Complete	CM034722.1:17874767-17870809	17874767	17870809	-	242.6	162	https://www.orthodb.org/v10?query=57326at7147	EF-hand domain
57376at7147	Complete	CM034722.1:18740880-18739638	18740880	18739638	-	368.8	213	https://www.orthodb.org/v10?query=57376at7147	uncharacterized protein LOC106620937
57380at7147	Complete	CM034721.1:3071643-3072534	3071643	3072534	+	407.7	206	https://www.orthodb.org/v10?query=57380at7147	peroxiredoxin-2
57388at7147	Complete	CM034720.1:10028060-10027270	10028060	10027270	-	247.6	206	https://www.orthodb.org/v10?query=57388at7147	origin recognition complex subunit 6
57419at7147	Complete	CM034721.1:20878233-20877113	20878233	20877113	-	435.4	256	https://www.orthodb.org/v10?query=57419at7147	transcription termination factor 3, mitochondrial
57448at7147	Complete	CM034721.1:11370103-11381487	11370103	11381487	+	935.6	808	https://www.orthodb.org/v10?query=57448at7147	SH3 domain
57495at7147	Complete	CM034721.1:9180508-9181617	9180508	9181617	+	451.4	248	https://www.orthodb.org/v10?query=57495at7147	mitochondrial inner membrane protein COX18
57525at7147	Complete	CM034722.1:15788376-15789083	15788376	15789083	+	334.8	175	https://www.orthodb.org/v10?query=57525at7147	Ribosomal protein L11, C-terminal
57553at7147	Complete	CM034719.1:5569326-5570048	5569326	5570048	+	373.7	174	https://www.orthodb.org/v10?query=57553at7147	cytochrome c oxidase assembly protein COX11, mitochondrial
57630at7147	Complete	CM034722.1:5568024-5569136	5568024	5569136	+	340.3	198	https://www.orthodb.org/v10?query=57630at7147	Haemolymph juvenile hormone binding protein
57639at7147	Complete	CM034720.1:13824473-13823893	13824473	13823893	-	120.2	105	https://www.orthodb.org/v10?query=57639at7147	uncharacterized protein LOC108029449
57660at7147	Complete	CM034719.1:11101316-11102542	11101316	11102542	+	479.0	301	https://www.orthodb.org/v10?query=57660at7147	Vps72/YL1, C-terminal
57691at7147	Complete	CM034720.1:6862407-6863189	6862407	6863189	+	267.6	147	https://www.orthodb.org/v10?query=57691at7147	Coenzyme Q-binding protein COQ10, mitochondrial
57702at7147	Complete	CM034722.1:4891172-4892586	4891172	4892586	+	280.5	193	https://www.orthodb.org/v10?query=57702at7147	Clarin
57729at7147	Complete	CM034722.1:10581652-10580066	10581652	10580066	-	395.7	275	https://www.orthodb.org/v10?query=57729at7147	metaxin-1 homolog
57736at7147	Complete	CM034722.1:7828589-7833173	7828589	7833173	+	169.9	140	https://www.orthodb.org/v10?query=57736at7147	pancreas transcription factor 1 subunit alpha isoform X1
57746at7147	Complete	CM034720.1:24309517-24310653	24309517	24310653	+	241.8	216	https://www.orthodb.org/v10?query=57746at7147	programmed cell death protein 2
57770at7147	Complete	CM034720.1:23866751-23865855	23866751	23865855	-	251.1	170	https://www.orthodb.org/v10?query=57770at7147	Tumor necrosis factor alpha-induced protein 8-like protein
57771at7147	Complete	CM034718.1:6559642-6558812	6559642	6558812	-	260.9	178	https://www.orthodb.org/v10?query=57771at7147	calcyclin-binding protein
57778at7147	Complete	CM034722.1:13473042-13473912	13473042	13473912	+	229.3	142	https://www.orthodb.org/v10?query=57778at7147	EF-hand domain
57817at7147	Complete	CM034719.1:15116064-15116780	15116064	15116780	+	300.9	158	https://www.orthodb.org/v10?query=57817at7147	dynactin subunit 5
57821at7147	Complete	CM034722.1:6275309-6273842	6275309	6273842	-	344.4	172	https://www.orthodb.org/v10?query=57821at7147	EF-hand domain
57860at7147	Complete	CM034718.1:6883764-6883012	6883764	6883012	-	371.4	219	https://www.orthodb.org/v10?query=57860at7147	Leucine-rich repeat
57893at7147	Complete	CM034718.1:17743367-17742303	17743367	17742303	-	260.5	247	https://www.orthodb.org/v10?query=57893at7147	coiled-coil domain-containing protein 137
57915at7147	Complete	CM034719.1:16844500-16842791	16844500	16842791	-	450.4	304	https://www.orthodb.org/v10?query=57915at7147	Epithelial sodium channel
57922at7147	Complete	CM034719.1:18844939-18843320	18844939	18843320	-	235.1	214	https://www.orthodb.org/v10?query=57922at7147	Zinc finger C2H2 superfamily
57938at7147	Complete	CM034722.1:26365976-26368434	26365976	26368434	+	239.6	142	https://www.orthodb.org/v10?query=57938at7147	Protein sosie
57943at7147	Complete	CM034720.1:19626112-19626935	19626112	19626935	+	329.4	158	https://www.orthodb.org/v10?query=57943at7147	Ribosomal protein L5
57980at7147	Complete	CM034718.1:10359116-10373173	10359116	10373173	+	481.0	283	https://www.orthodb.org/v10?query=57980at7147	protein FAM57B
58016at7147	Complete	CM034719.1:8818213-8818926	8818213	8818926	+	343.2	189	https://www.orthodb.org/v10?query=58016at7147	trafficking protein particle complex subunit 4
58047at7147	Complete	CM034722.1:9978623-9979771	9978623	9979771	+	370.0	236	https://www.orthodb.org/v10?query=58047at7147	SOS response associated peptidase-like
58053at7147	Complete	CM034722.1:17752259-17753502	17752259	17753502	+	354.6	256	https://www.orthodb.org/v10?query=58053at7147	glycerophosphodiester phosphodiesterase 1
58055at7147	Complete	CM034719.1:6910321-6903298	6910321	6903298	-	310.3	234	https://www.orthodb.org/v10?query=58055at7147	sodium/potassium-transporting ATPase subunit beta-1
58072at7147	Complete	CM034721.1:15745702-15743979	15745702	15743979	-	276.3	153	https://www.orthodb.org/v10?query=58072at7147	mpv17-like protein
58117at7147	Complete	CM034719.1:308355-309062	308355	309062	+	330.3	202	https://www.orthodb.org/v10?query=58117at7147	39S ribosomal protein L10, mitochondrial
58160at7147	Complete	CM034722.1:12463883-12463164	12463883	12463164	-	304.5	164	https://www.orthodb.org/v10?query=58160at7147	Prefoldin subunit 3
58204at7147	Complete	CM034721.1:4230759-4249089	4230759	4249089	+	352.1	219	https://www.orthodb.org/v10?query=58204at7147	UPF0769 protein CG18675
58205at7147	Complete	CM034720.1:10279473-10280339	10279473	10280339	+	234.1	171	https://www.orthodb.org/v10?query=58205at7147	transcription factor AP-1
58228at7147	Complete	CM034722.1:31801786-31799773	31801786	31799773	-	337.0	174	https://www.orthodb.org/v10?query=58228at7147	40S ribosomal protein S7
58250at7147	Complete	CM034722.1:25724813-25724028	25724813	25724028	-	320.1	205	https://www.orthodb.org/v10?query=58250at7147	RWD domain-containing protein 1
58254at7147	Complete	CM034721.1:2693095-2692165	2693095	2692165	-	202.3	124	https://www.orthodb.org/v10?query=58254at7147	uncharacterized protein LOC111081177
58312at7147	Complete	CM034722.1:10516196-10515494	10516196	10515494	-	300.5	155	https://www.orthodb.org/v10?query=58312at7147	Small GTPase superfamily
58314at7147	Complete	CM034721.1:4179118-4162797	4179118	4162797	-	322.1	161	https://www.orthodb.org/v10?query=58314at7147	Transgelin
58358at7147	Missing
58360at7147	Complete	CM034722.1:28711719-28710511	28711719	28710511	-	252.9	252	https://www.orthodb.org/v10?query=58360at7147	Insect cuticle protein
58370at7147	Complete	CM034722.1:7816107-7817589	7816107	7817589	+	338.9	280	https://www.orthodb.org/v10?query=58370at7147	secernin-3
58466at7147	Complete	CM034722.1:11762763-11762043	11762763	11762043	-	320.4	178	https://www.orthodb.org/v10?query=58466at7147	Mediator of RNA polymerase II transcription subunit 7
58470at7147	Complete	CM034722.1:5977373-5976599	5977373	5976599	-	293.1	160	https://www.orthodb.org/v10?query=58470at7147	stromal cell-derived factor 2
58503at7147	Complete	CM034719.1:3065226-3066489	3065226	3066489	+	393.0	207	https://www.orthodb.org/v10?query=58503at7147	protein ABHD13
58544at7147	Complete	CM034719.1:1282824-1283369	1282824	1283369	+	318.5	160	https://www.orthodb.org/v10?query=58544at7147	Vacuolar protein sorting-associated protein 29
58551at7147	Complete	CM034718.1:11449625-11450350	11449625	11450350	+	239.1	153	https://www.orthodb.org/v10?query=58551at7147	signal peptidase complex subunit 2
58555at7147	Complete	CM034721.1:290931-291517	290931	291517	+	313.1	164	https://www.orthodb.org/v10?query=58555at7147	Ribosomal protein L17
58605at7147	Complete	CM034722.1:6865391-6867307	6865391	6867307	+	331.2	245	https://www.orthodb.org/v10?query=58605at7147	Osiris 2
58630at7147	Complete	CM034721.1:18525734-18531020	18525734	18531020	+	154.6	92	https://www.orthodb.org/v10?query=58630at7147	uncharacterized protein LOC108065206
58635at7147	Complete	CM034722.1:31333546-31334350	31333546	31334350	+	318.4	172	https://www.orthodb.org/v10?query=58635at7147	Glucosamine 6-phosphate N-acetyltransferase
58639at7147	Complete	CM034722.1:7584653-7573021	7584653	7573021	-	301.5	319	https://www.orthodb.org/v10?query=58639at7147	Homeobox domain
58705at7147	Complete	CM034719.1:6169061-6168292	6169061	6168292	-	195.9	175	https://www.orthodb.org/v10?query=58705at7147	Protein-lysine N-methyltransferase
58749at7147	Complete	CM034721.1:8764300-8766468	8764300	8766468	+	439.4	265	https://www.orthodb.org/v10?query=58749at7147	protein hairy
58775at7147	Complete	CM034720.1:23046557-23045477	23046557	23045477	-	235.0	156	https://www.orthodb.org/v10?query=58775at7147	ER membrane protein complex subunit 8/9 homolog
